РУС	Unnamed: 1
бывало	турган
покойник	өлген кижи
авто	авто
кучка	оваа
простейший	эң бөдүүн
мерседес	мерседес
густо	хоюг
рождественский	рождествонуң
жечь	өрттедир
издали	ырактан
селение	суур
дискотека	дискотека
наделить	хайырлаар
капитальный	капиталдыг
покров	шывыг
несправедливый	чөптүг эвес
влечение	хандыкшыл
сломаться	үрелир
стройка	тудуг
соленый	дустуг
купе	купе
обыватель	карачал кижи
вглядываться	топтап көөр
выбежать	үне халыыр
сожалеть	хараадаар
мертвец	өлүг кижи
безразличный	тоомча чок
задерживаться	саадаар
джонни	джонни
разногласие	чөрүлдээ
выдвигать	идип үндүрер
современность	амгы үе
свердловский	свердловск
пришелец	өскээртен келген кижи
суша	кургаг чер
возрастной	назы-хар аайы-биле
вытирать	чодар
фермер	фермер
разворачиваться	чазар
узбекистан	узбекистан
возвышаться	бедиир
комплимент	мактал
репортаж	репортаж
град	долу
икра	үүргене
жестоко	каржы
рывок	шеле тыртары
пьер	пьер
гитлеровец	гитлержи
землетрясение	чер шимчээшкини
вывезти	үндүр сөөртүр
казнить	шаажылаар
нахождение	тывары
парадный	чыскаал
выдумать	бодап тывар
провозгласить	чарлаар
коррекция	эдилге
коготь	дыргак
изъять	хавырар
порадовать	өөртүр
присоединяться	каттыжар
тоталитарный	тоталитарлыг
резолюция	резолюция
фотка	чурук
экзотический	экзотиктиг
минеральный	минералдыг
походка	кылаш
уносить	аппаар
родственный	төрел
бланк	бланк
матка	уруг савазы
лебедь	куулар
пасха	пасха
подбежать	маңнаар
взаимодействовать	удур-дедир харылзажыр
сундук	аптара
внучка	уйнук
консервативный	консервативтиг
устраиваться	турумчуур
живо	дириг
кража	оор чорук
нулевой	тик
интеллигент	интеллигент
тонуть	дүже бээр
небось	ыйнаан
осмыслить	угаап бодаар
лечебный	эмнээр
молдова	молдова
туманный	туманналчак
голландский	голланд
благодать	авырал
парад	парад
реабилитация	реабилитация
доброволец	эки турачы
уран	уран
ком	ком
разбивать	бузар
противодействие	удурланыышкын
весы	деңзи
разгар	кидин түлүк үе
крах	буураашкын
впредь	моон соңгаар
выдаваться	бээр
уменьшиться	бичелээр
земляк	чаңгыс чер-чурттуу
извиниться	буруузун миннир
давность	шаг
поощрять	деткиир
загореться	хып үнер
мыслитель	бодалчы
незадолго	бичии када
ректор	ректор
учитываться	барымдаалаар
таможня	каайлы чери
приоткрыть	шала ажыдар
помниться	сактыр
обучить	өөредир
руководящий	удуртукчу
приговорить	шиидер
модем	модем
похитить	оорлаар
коробочка	хааржак
клятва	даңгырак
телега	терге
плясать	самнаар
прихватить	сегирип алыр
заведомо	билдингири-биле
однозначный	чаңгыс аай
нетрудно	берге эвес
старшина	старшина
немедленный	доп-дораан
исправлять	эдер
жук	доос-кара
вооружить	чепсеглээр
кличка	шола
чудный	кайгамчык
лида	лида
дружный	эп-найыралдыг
осетия	осетия
казахский	казах
груда	оваа
сбрасывать	дүжүр октаар
врезаться	үзер
ля	ля
амбиция	чүткүл
сидение	олут
лик	арын
вынимать	уштур
растительный	үнүш
осваивать	шиңгээдип алыр
императрица	императрица
жать	сы тудар
серега	сырга
павловна	павловна
бессмертие	өлүм чок чорук
репетиция	репетиция
исправление	эдип чазаары
грузовой	чүък
казарма	казарма
рыбалка	балыктаашкын
изд	изд
тесто	далган
задаваться	салыр
уменьшать	бичеледир
полезно	ажыктыг
картофель	картофель
небрежно	тоомча чок
отсек	отсек
ахматова	ахматова
желаемый	күзенчиг
вычисление	санаашкын
лезвие	бистиг
вылезти	үнер
мерзкий	бужар
косметика	косметика
проникновение	кирери
конечность	даван-даяк
русскоязычный	орус дылдыг
тренироваться	белеткенир
зарегистрироваться	бүрүткедир
женька	женька
ил	ил
тронуться	шимчээр
поперек	доора
крошка	тогланчы
разгром	чылча шавары
иркутск	иркутск
подставить	салыр
тусклый	бүлүргей
намекать	элдээртир
вставлять	киирер
нежелание	хөңнү чогу
приписывать	хамаарыштырар
бунт	үймээн
николаев	николаев
роща	арыг
саня	саня
терминология	терминология
необычайно	кайгамчык
пятерка	беш
выглянуть	бакылап көөр
штурмовик	штурмовик
пригодный	тааржыр
выручка	орулга
обилие	элбекшил
распоряжаться	аайлаар
снабжение	хандырылга
гормон	гормон
помещать	салыр
ющенко	ющенко
слушание	дыңнаары
укреплять	быжыглаар
выть	улуур
бремя	чүък
угодный	таарымчалыг
пробираться	шургуп эртер
плеер	плеер
памятный	тураскаалдыг
графика	графика
возвести	тудар
сдвинуть	шимчедир
перевал	арт
курение	таакпылаары
паутина	ээремчик дузаа
семнадцать	он чеди
снаряжение	дериг-херексел
доминировать	тергиидээр
принятый	хүлээп алган
ткнуть	шанчар
навязывать	албадаар
бессильный	күш чок
азиатский	азиат
седло	эзер
гвардейский	гвардейжи
правота	шын
умолчание	ыыттавазы
полигон	полигон
журналистика	журналистика
больничный	эмнелге
подчас	чамдыкта
положительно	эки
претендент	кордакчы
устремиться	чүткүүр
корона	оваадай
прочность	быжыы
модификация	өскертилге
болгария	болгария
валера	валера
поздороваться	мендилежир
предсказать	баш бурунгаар чугаалаар
повиноваться	чагыртыр
коза	өшкү
несомненный	чигзиниг чок
многократно	катап-катап
выгодно	ажыктыг
украинец	украин
коварный	кара сагыштыг
аккумулятор	аккумулятор
револьвер	револьвер
благословить	йөрээр
переспросить	катап айтырар
кривая	ыргак
обмениваться	солчур
сущий	бар
закуска	закуска
плановый	планныг
блокнот	блокнот
гусь	кас
увлечь	элзедир
почерк	хол үжүү
прибежать	маңнаар
ценовой	өртек
побрать	чүлүүр
перелом	сынык
поддерживаться	деткиир
досуг	хостуг үе
световой	чырык
супермаркет	супермаркет
весить	деңзилээр
ребеночек	чаш уруг
реактор	реактор
отрывать	адырар
майка	майка
посему	ынчангаш
царица	кадын
отбирать	шилиир
окраска	өң
скорбь	кажыыдал
евросоюз	евроэвилел
облигация	облигация
постепенный	чоорту
вспомогательный	дузалал
маяковский	маяковский
бюрократия	бюрократия
неинтересный	солун эвес
имение	өнчү
конный	аъттыг
неповторимый	катаптаттынмас
оп	оп
устареть	эргижирээр
утка	өдүрек
санитарный	санитарлыг
вектор	вектор
унитаз	унитаз
барак	барак
мемуары	мемуарлар
реестр	реестр
мерцать	чивеңнээр
острота	чидии
стереть	балаар
оправдываться	агартынар
кандидатура	кандидат
ресница	карак кирбии
авторитетный	ат-алдарлыг
чердак	сери
снейп	снейп
казенный	казна
сверстник	үе-чергези
яркость	чырыы
финн	финн
бодрый	сергек
слог	слог
несовершеннолетний	назы четпээн
кремлевский	кремль
торт	торт
магнитофон	магнитофон
гадать	төлгелээр
методический	методиктиг
неважный	чугула эвес
оптимизация	оптимизация
смешанный	холушкак
озаботить	сагыш човадыр
пробыть	турар
куба	куба
экс	экс
пальма	пальма
оскорблять	дорамчылаар
башка	баш
пушистый	дүккүр
жадно	харамдыгып
самара	самара
молоденький	чаш
листва	бүрүлер
выясняться	билдинер
провокация	күткүүшкүн
лебедев	лебедев
оснастить	дериир
реалия	боттуг чүүл
речной	хем
культурно	культурлуг
ориентир	айтыкчы
неопределенность	тодаргай эвес байдал
приоритетный	мурнады көөр
веселиться	хөглээр
стивен	стивен
чат	чат
пятка	ээжек
извне	даштындан
комсомолец	комсомолчу
альберт	альберт
самостоятельность	бот-тускайлаң чорук
сочинить	чогаадыр
британия	британия
слиться	каттыжар
национализм	национализм
развитой	сайзыраңгай
подписание	ат салыры
раскрытие	ажыдыышкын
эпидемия	хамчык аарыы
провайдер	провайдер
линейка	шугум
заблудиться	аза бээр
дремать	удуур
дверной	эжик
впасть	дүже бээр
великолепно	магалыг-ла
укрыться	чаглактаныр
талия	бел
показательный	көскү
электроника	электроника
усадьба	кодан
лекарственный	эм
софт	софт
бомж	бомж
ненормальный	анаа эвес
воплотить	боттандырар
андреев	андреев
нравственность	мөзү-шынар
австрийский	австрий
хребет	сын
орлов	эзирлер
марксизм	марксизм
въезд	кирери
надлежать	болур ужурлуг
аварийный	озал-ондактыг
чек	чек
мраморный	мрамор
цент	цент
пятеро	беш
патриотизм	патриотизм
идеально	кончуг эки
доверить	бүзүредир
чубайс	чубайс
хранитель	кадагалакчы
вывеска	им-демдек
дань	үндүрүг
рыбный	балык
импортный	даштыкы
ныть	ыглаар
дворянин	ызыгууртан
ть	ть
спартак	спартак
вдобавок	ооң кадында
тринадцать	он үш
всём	шуптузунга
прекращать	соксадыр
яхта	яхта
номинация	номинация
дрогнуть	сырбаш кынныр
песчаный	элезинниг
стартовать	эгелээр
финансировать	акшаландырар
заголовка	эге
объектив	объектив
забегать	маңнаар
казна	казна
загрязнение	хирлениишкин
гном	ириң
рон	рон
хрущев	хрущев
альфа	альфа
моисей	моисей
лениво	чалгаа
рассудок	угаан
долгожданный	үрде манааны
поделить	үлээр
заход	кирери
ирландия	ирландия
прокомментировать	тайылбырлаар
дополнять	немээр
сейф	сейф
отцовский	адазының
истинно	шын
схватиться	сегирип алыр
майя	майя
качаться	чайганыр
минутка	минута
корм	чем
обработать	болбаазырадыр
достоверность	шынныы
троллейбус	троллейбус
специализация	мергежил
одержать	чедип алыр
постсоветский	совет үе соонда
фонарик	фонарь
паук	ээремчик
подписка	чагыдылга
баран	кошкар
сэкономить	камнап алыр
могущество	күчү-күш
перепись	чизе
координаты	координаттар
расцвет	чечектелиишкин
утешение	аргалал
кишка	шөйүндү
стас	стас
зять	күдээ
тоннель	тоннель
пошутить	баштактаныр
навестить	баар
молекула	молекула
посередине	ортузунда
непонимание	билбези
рао	рао
отравить	хораннаар
пк	пк
склонить	ийлендирер
потомство	салгал
взойти	үнер
верблюд	теве
причинять	чедирер
замедлить	оожумнадыр
комбинат	комбинат
длительность	үргүлчүлээри
зоопарк	зоопарк
детишки	уруглар
прирост	өзүлде
беспомощный	дуза чок
листовка	хуудус
стонать	човууртаар
экстремальный	кедергей
заливать	кудар
канон	канон
предотвращение	болдурбазы
складка	дырышкак
рубаха	хөйлең
насмешка	кочу-шоот
обои	обой
достояние	өнчү
задействовать	киириштирер
скромно	биче сеткилдиг
материально	материалдыг
придворный	өргээниң
певица	ыраажы
блокада	бүзээлээшкин
увлечься	хандыкшыыр
греметь	диңмирээр
дрянь	бак чүве
занавеска	көжеге
заданный	бердинген
масштабный	улуг хемчээлдиг
воспитательный	кижизидикчи
объединиться	каттыжар
уместный	таарымчалыг
отдельность	бот-тускайлаңы
алкоголик	арагачы
процветать	чечектелир
возмущаться	хорадаар
перечислять	даңзылаар
прага	прага
честность	ак сеткилдии
рсфср	рсфср
тьфу	тфу
побыть	турар
дюйм	дюйм
кастрюля	сакпың
разыскать	тывар
клейн	клейн
никитин	никитин
эволюционный	эволюциялыг
отдача	беримчези
смысловой	уткалыг
врожденный	төрүмелинден
преданность	бердиниишкин
разборка	сайгарылга
пояснять	тайылбырлаар
вспомниться	сагышка кирер
гребень	чалаа
самка	кыс кижи
отомстить	өжээн негээр
тайга	тайга
протестовать	удурланыр
пульс	судал
ощутимый	көскү
грамотно	билдилиг
приземлиться	хонар
искажение	хажыдыышкын
помидор	помидор
кирпичный	тууйбу
димка	димка
покушение	халдаашкын
свитер	свитер
проектный	төлевилел
размещаться	турар
конкурсный	мөөрей
восходить	үнер
извлекать	уштур
блаженство	чыргал
христов	христостуң
приемник	хүлээп алыкчы
ожить	дирлир
вводиться	киирер
замужем	ашактыг
блокировать	моондактаар
знакомая	таныш
налицо	көскү
спиртное	арага
мари	мари
чертеж	шыйыг
смешать	холуур
изобилие	элбекшил
поплыть	эштир
пир	найыр
упадок	буураашкын
негодование	хорадаары
донестись	дыңналыр
пересечение	белдир
сатана	эрлик
безнадежный	идегел чок
партнерство	эштежилге
тайно	бүдүү
помереть	өлүр
спускать	бадырар
улетать	ужуп чоруй баар
темнеть	караңгылаар
пшеница	кызыл-тас
пространственный	делгем
веровать	бүзүрээр
употребить	ажыглаар
являть	көргүзер
празднование	байырлаары
посмеяться	каттырар
сухо	кургаг
некоммерческий	коммерцияга хамаарышпас
погасить	өжүрер
обыкновенно	анаада
склоняться	доңгаяр
откинуться	доңгаяр
бухта	мугулдур
береза	хадың
главнокомандующий	кол командылакчы
мид	даштыкы херектер яамызы
отдаваться	бердинер
символизировать	демдектээр
индустриальный	индустриалдыг
глобализация	глобализация
незаметный	билдиртпес
пожертвовать	өргүүр
артем	артем
мучение	хилинчек
ветерок	салгын
применительно	ажыглааш
особь	кижи
шекспир	шекспир
цветовой	өң
крона	крона
увидеться	көржүр
низ	адаа
монолог	монолог
сердито	ажынып
вертикаль	вертикаль
семенович	семенович
любопытно	сонуургак
нии	эртем-шинчилел институду
залп	дааштаашкын
приблизить	чоокшуладыр
ницше	ницше
фара	фара
сравнительный	деңнелге
генератор	генератор
манипуляция	манипуляция
лавочка	садыг
грузин	грузин
немногие	эвээш
исчерпать	төндүрер
дружок	эжим
швейцарский	швейцар
пересмотреть	эде көөр
сало	чаг
ядовитый	хоранныг
татарский	татар
рига	рига
литовский	литва
десант	десант
казанский	казан
засада	кедег
безо	безо
повышаться	бедиир
изгнать	үндүр сывырар
отвлечься	чардыгар
координация	дүүштүрүлге
детальный	тодаргай
поползти	соястаар
мерка	хемчээл
чувственный	медерелдиг
содействовать	дузалаар
уезд	уезд
обход	оюп эртери
вертеться	ээргииштелир
потреблять	хереглээр
вращение	дескинери
преграда	моондак
разъяснение	тайылбыр
резервный	курлавыр
мучительно	хилинчектиг
могущественный	күштүг
дания	дания
калифорния	калифорния
винить	буруудадыр
казачий	казак
преемник	салгакчы
эльф	эльф
ховать	кажаалаар
римлянин	римчи
поднос	тавак
основательно	ыяк
бум	бум
развестись	чарлыр
осмелиться	дидимненир
андреевна	андреевна
заведовать	эргелекчилээр
прекращаться	соксаар
автомашина	автомашина
нацелить	шыгаар
обвиняемый	буруудаттырып турар кижи
пошёл	чорупкан
совать	сугар
стан	турлаг
соседство	кожа-хелбээ
марья	марья
югославия	югославия
влага	шык
устало	шагжок
ми	ми
неудобство	эпчок чорук
решимость	шиитпирлиг болуру
воротник	моюндурук
сближение	чоокшулажылга
безработный	ажыл чок
описываться	бижиттинер
храбрый	эрес
троица	үш-үдүрүм
ринуться	халыыр
предсказание	баш бурунгаар медээ
ассоциироваться	холбажыр
воробей	бора-хөкпеш
оперативно	шалыпкын
вилла	вилла
фиолетовый	өкпең
вскрикнуть	алгырар
садик	садик
жкх	чка
шаблон	майык
упереться	тептинер
сбивать	дүжүр шавар
банкротство	хоозурал
оперировать	кезиишкин кылыр
умело	билдилиг
бельгия	бельгия
сосать	эмер
наглядный	көскү
сравнимый	деңнежир
всевышний	дээди өрүкүнүң
альянс	альянс
сбоку	хажыызындан
безобразие	дүржок чорук
партизанский	партизан
грунт	хөрзүн
пристальный	топтап
вкусно	амданныг
дэн	дэн
жизненно	амыдыралга
иллюстрировать	чуруур
григорьевич	григорьевич
вырастить	өстүрер
добавка	немелде
светло	чырык
почтенный	хүндүлүг
смертельно	өлүмнүг
отвлечь	чардыктырар
ваза	ваза
парадоксальный	парадоксалдыг
крещение	сугга суктурары
жадный	хоптак
штирлиц	штирлиц
милицейский	шагдаа
послевоенный	дайын соонда
обморок	моораары
хата	бажың
профессионализм	профессионализм
испугать	коргудар
воронеж	воронеж
поддаться	алзыр
замирать	доңар
сбой	үрелиишкин
быстрота	дүргени
даёт	бээр
прилагать	кожар
недопустимый	болбас
выяснение	тодарадыры
сергеевна	сергеевна
надежно	идегелдиг
купюра	акша
станислав	станислав
предписание	айтыышкын
полуостров	чартык ортулук
крокодил	крокодил
ползать	соястаар
перец	перец
усилиться	күштелир
вова	вова
будка	үгек
подражать	өттүнер
одновременный	хары угда
сорокин	сорокин
пришёл	келген
джин	джин
печататься	парлаар
хранилище	шыгжамыр
бедняга	хөөкүй
раскольников	раскольников
старание	кызымаккай чорук
непривычный	чаңчыкпаан
боря	боря
социолог	социолог
привлекательность	көрүштүг болуру
венгрия	венгрия
дергать	тыртар
надлежащий	чогуур
произвольный	хостуг
красавец	чараш кижи
троцкий	троцкий
поспать	удуур
кормление	чемгерери
несправедливость	чөптүг эвес чорук
контраст	удурланышкак чүүл
нюанс	нарын чүүл
трактовка	тайылбыр
равнодушно	тоомча чок
есенин	есенин
шахматный	шыдыраа
блог	блог
хищник	араатан
некрасивый	чараш эвес
измерять	хемчээр
отходы	артынчылар
вылезть	үнер
пух	чөөк
шапочка	бөрт
инсулин	инсулин
нечистый	арыг эвес
либерализм	либерализм
ди	ди
подъезжать	келир
очевидец	көрген кижи
пермь	пермь
жареный	хаарган
прерывать	үзе кирер
побуждать	албадаар
удалять	ап кааптар
баку	баку
запеть	ырлаар
коктейль	коктейль
посметь	дидимненир
нлп	нлп
парить	бустаар
вспыхивать	кыва бээр
швырнуть	шывадаар
вовлечь	киириштирер
прикоснуться	дээр
изобретатель	чогаадыкчы
специализироваться	мергежиир
скользкий	тайгыр
слюна	чараа
вскрыть	ажыдар
совпасть	дүгжүр
хорошенький	чараш
лак	дозу
помчаться	халыыр
действо	кылдыныг
белка	дииң
эмигрант	эмигрант
напарник	кады ажылдап турар эжи
демографический	демографтыг
монтаж	монтаж
подмосковье	подмосковье
отодвинуть	ырадыр идер
пешеход	чадаг кижи
единичный	ийи-чаңгыс
петька	петька
подлый	бак
избыточный	артык
напрягать	дыңзыдар
уточнение	ылавылаары
бор	бору
нелегко	белен эвес
устоять	туржур
недоразумение	билишпес чорук
судорожно	дыйлаңайнып
забивать	кагар
удариться	кагар
подданный	албатызы
вспоминаться	сагышка кирер
робкий	кортук
зажигать	кыпсыр
добавление	немээри
офицерский	офицер
сирота	өскүс уруг
тележка	терге
вырабатывать	бүдүрер
следственный	истелге
подавление	базыышкын
замешательство	аймаарал
красноярск	красноярск
красноярский	красноярск
опровергнуть	буруу шавар
эскадра	эскадра
выплатить	төлээр
опция	опция
непредсказуемый	баш бурунгаар билдинмес
стихийный	ала-чайгаар
кинжал	кинжал
облегчать	чиигедир
обнажить	уштур
обнаженный	чанагаш
правонарушение	корум-чурум үрээшкини
активист	идепкейжи
настольный	стол
затея	эгелээшкин
предпринимательский	сайгарлыкчы
калитка	хаалга
водяной	суг
ветхий	эргижирээн
ся	ся
боеприпасы	ок-чемзек
приказание	дужаал
скотина	мал
вручную	хол-биле
здоровенный	улуг
пропорция	пропорция
престиж	ат-алдар
иудей	иудей
обнаруживаться	илерээр
податься	бээр
цветаева	цветаева
спам	спам
гонорар	гонорар
варвар	варвар
исполняться	күүсеттинер
рискованный	айыылдыг
пословица	үлегер домак
вовсю	күштүү-биле
буфет	буфет
огневой	от
неотъемлемый	чарылбас
водопад	шуралгак
славянин	славян
стипендия	стипендия
радиус	радиус
грамматика	грамматика
вычислить	санаар
информировать	медээлээр
пафос	пафос
запутаться	будалыр
боксер	боксер
безусловный	чугаа чок
хижина	казанак
золотистый	алдынналчак
ритуальный	ёзулал
участковый	участок төлээзи
развал	буураашкын
пастух	кадарчы
информационно	информастыг
пробиваться	шургуп кирер
приемная	азыранды
пролетать	ужуп эртер
типография	типография
прим	чижек
сострадание	кээргел
субстанция	бүдүмел
копать	казар
султан	султан
банан	банан
майский	май
парта	парта
кит	кит
широта	калбаа
присутствующий	бар
отопление	одалга
шаман	хам
семенов	семенов
копыто	дуюг
напоследок	адак соонда
пониматься	билдинер
чехия	чехия
радуга	челээш
увлекательный	сонуурганчыг
караул	таңныыл
раздумывать	боданыр
утверждаться	бадыткаттынар
методология	методология
впечатлять	магададыр
дюжина	он шаа
терминал	терминал
полезность	ажыктыы
варшава	варшава
гамма	гамма
туннель	туннел
грабить	үптээр
персидский	перси
спад	кудулаашкын
вздумать	бодап алыр
киоск	киоск
канцелярия	канцелярия
ссориться	алгыжар
тыкать	кадаар
неограниченный	кызыгаар чок
яростный	калчаалыг
разыскивать	дилээр
финальный	төнчү
сбыться	боттаныр
знатный	ызыгууртан
реветь	алгырар
шрам	сорбу
изысканный	нарын
истечение	төнери
лидерство	удуртукчу чорук
рождать	бодарадыр
вакансия	вакансия
серебристый	мөңгүннелчек
уведомление	дыңнадыг
чистка	арыглаашкын
цилиндр	цилиндр
компетентный	билдилиг
показываться	көстүр
ср	ср
династия	династия
брошюра	брошюра
трюк	кажар арга
обстрел	боолаашкын
продавщица	садыгжы
медь	чес
воскресный	улуг-хүн
рояль	рояль
шепнуть	сымыраныр
патриотический	патриотчу
уильям	уильям
высочайший	эң бедик
угрюмый	муңгак
дворник	аштакчы
штамп	таңма
мыс	шенек
фюрер	фюрер
ника	ника
житейский	амыдыралчы
сочетать	каттыштырар
чепуха	хоозун чүве
алфавит	алфавит
трактат	трактат
отделаться	адырлыр
лука	лука
нева	нева
бразилия	бразилия
говно	бак чүве
взлетать	ужуп үнер
дорогостоящий	аар өртектиг
проем	ойбак
толковать	тайылбырлаар
должное	чогуур
разрабатываться	ажылдап кылыр
перекрыть	дуглаар
уточнять	ылавылаар
втроем	үжелээ
пассажирский	пассажир
транс	транс
искренность	шын сеткил
электрон	электрон
принудительный	албадалдыг
воровство	оор чорук
надобность	херек
сладко	чигирзиг
нереальный	боттуг эвес
рк	рк
одноклассник	чаңгысклассчы
пробиться	шургуп кирер
списать	үндүр бижиир
форд	форд
штатный	штаттыг
правосудие	шүүгү
арка	арка
свалка	бок төгер чер
негромко	оожум
кредитор	чээли берикчизи
революционер	революсчу
обильный	элбек
ильин	ильин
накопиться	чыглыр
заповедник	заповедник
пальчик	салаа
разлука	чарлыышкын
жуковский	жуковский
мельница	дээрбе
реформирование	чаартылга
заинтересованность	сонуургал
эл	эл
приставать	бак сөглээр
прикинуть	санап көөр
расчетный	санаашкын
создаться	чаяаттынар
хоронить	орнукшудар
зеркальный	көрүнчүктелчек
промысел	тывыш
похудеть	арар
трогательный	сагыш-сеткилди доюлдурар
заявитель	билдириишкин ээзи
вулкан	вулкан
продлить	узадыр
кружить	дескинер
челябинск	челябинск
бутылочка	шил
зарасти	үнер
упрямый	өжеш
систематический	системалыг
тоненький	чиңге
выкладывать	салыр
авангард	авангард
юстиция	юстиция
сп	сп
утешать	аргалаар
употребляться	ажыглаар
переменный	өскерлиичел
касьянов	касьянов
улучшать	экижидер
иркутский	иркутск
сварить	хайындырар
курсант	курсант
сокращать	кызырар
оскар	оскар
домен	домен
молить	чалбарыыр
соратник	сурукчу
нелегальный	чажыт
контактный	харылзажыр
гипноз	гипноз
боязнь	коргуушкун
недорогой	чиик өртектиг
опомниться	угаан кирер
чернила	будук
защищаться	камгаланыр
перепутать	будалдырар
испанец	испан
расстрел	боолаашкын
щедрый	экииргек
усмешка	кочулал
идейный	идейлиг
вымыть	чуур
страстно	изиг күзелдии-биле
пополнение	четчелээшкин
растерянность	аңгадаары
румыния	румыния
туго	дыңзыг
одолеть	ажып эртер
скользнуть	чылар
сперма	үрезин
пестрый	шокар
годовщина	чыл ою
визг	кыйгы
анонимный	анонимниг
маньяк	маньяк
ужинать	кежээки чем чиир
бережно	камныг
ленка	ленка
волков	бөрүлер
лазерный	лазерлиг
срываться	үстүр
запрещаться	хоруур
переделать	эде кылыр
шов	тиг
налогоплательщик	үндүрүг төлекчизи
подносить	өргүүр
поглотить	сыырыптар
мошенник	мегечи
медиа	медиа
родство	төрел
уступка	чөпшээрежилге
подражание	өттүнүүшкүн
мужественный	эрестиг
прапорщик	прапорщик
укладывать	салыр
пьянство	арагалаашкын
безграничный	кызыгаар чок
четверка	дөртелээ
выдохнуть	үндүр тынар
подготовиться	белеткенир
тепловой	чылыг
потеряться	чидер
хвататься	туттунар
нехорошо	эки эвес
опаздывать	озалдаар
даровать	хайырлаар
выписывать	үндүр бижиир
бегом	маңнап
потерпевший	когараан кижи
вперёд	бурунгаар
пронзительный	өткүт
эстонский	эстон
пейджер	пейджер
передумать	бодалын өскертир
недостойный	төлеп чок
запоминать	сактып алыр
носовой	думчук
раздеваться	уштунар
легион	легион
арбитражный	арбитраж
овраг	чоога
квантовый	квантылыг
разрезать	кезер
пробуждение	оттуушкун
павильон	павильон
машинально	машина-биле
лапка	даван
скважина	кудук
пирожок	хуужуур
осуждение	буруу шавары
морозов	морозов
индивидуум	кижи
напряженность	дүшкүүрлүг байдал
кант	кант
сбережение	камналга
капелька	дамды
михайлов	михайлов
тощий	арган
ландшафт	ландшафт
монархия	монархия
виноград	виноград
симонов	симонов
проложить	шөйер
издательский	ном үндүрер чер
миска	тавак
стартовый	эге
краткосрочный	кыска хуусаалыг
гудок	эдиски
побуждение	албадал
сударь	дээрги
значиться	көстүп турар
глотать	пактаар
уязвимый	кошкак
второстепенный	ийиги чергениң
курьер	курьер
выглядывать	бакылап көөр
зависимый	хамаарылгалыг
оборвать	үзе тыртар
коммерсант	коммерсант
папаша	ачай
офисный	офис
инерция	инерция
напряженно	дыңзыг
очистка	арыглаашкын
дежурство	дежурныйлаашкын
солидарность	эп-сеткил каттыштырылгазы
растерянно	аңгадап
равнодушие	тоомча чогу
леха	леха
павлов	павлов
сухопутный	кургаг чер
экономически	экономиктиг
дисплей	дисплей
кредитование	чээли бээри
созреть	быжар
наемный	хөлезилиг
пласт	каът
упускать	эрттириптер
лимон	лимон
шишка	чочагай
бля	аза
дико	черлик
краснеть	кызар
порой	чамдыкта
сословие	сословие
смутно	бүлүртүң
татарстан	татарстан
ма	ма
изоляция	аңгылаашкын
раствориться	эстир
аппаратный	аппарат
влагалище	вагина
ржавый	дадарык
датчик	датчик
репортер	репортер
иуда	иуда
неторопливо	таваар
многообразие	хөй янзылыы
тополь	терек
повязка	шарыг
разбирательство	сайгарылга
одобрять	чүүлдүгзүнер
первобытный	баштайгы амыдыралчы
вступительный	киирилде
карманный	кармак
санаторий	санаторий
переписать	эде бижиир
умудриться	сыңныр
свершиться	бүде бээр
безнадежно	идегел чок
псевдоним	шола ат
комендант	комендант
сувенир	суй белек
внушительный	кедергей
старенький	кырган
марта	марта
поди	чедип кел
авраам	авраам
мэрия	мэрия
фуражка	бөрт
ё	е
прикол	оюн-баштак
минуть	эрте бээр
яростно	калчаалыы-биле
месячный	ай
майерс	майерс
пожимать	сы тудар
туалетный	арыгланыр чер
серьезность	шыңгыызы
нырнуть	шымны бээр
искушение	күткүлге
заросль	шырыш
необычайный	кайгамчык
забава	оюн-тоглаа
диана	диана
викторович	викторович
идентификация	тодарадыры
содержательный	ханы уткалыг
дискриминация	кызагдаашкын
предназначение	ужур
фанат	фанат
эдик	эдик
собеседование	интервью
уводить	аппаар
летучий	ужар
срывать	үзе тыртар
босой	кызыл-даван
перила	херим
вопить	алгырар
клочок	борбак
снайпер	снайпер
перебивать	үзе кирер
севастополь	севастополь
пермский	пермь
хрустальный	хрусталь
гитлеровский	гитлержи
настойчивый	туруштуг
кп	кп
зенитный	зениттиг
рассердиться	хорадаар
выслушивать	дыңнаар
координатор	координатор
идентичность	бот-тускайлаңы
поливать	суггарар
прилично	шору
болельщик	аарыкчы
комфортный	таарымчалыг
целесообразный	таарымчалыг
гайдар	гайдар
поменяться	солчур
чулок	уктар
осел	элчиген
толик	толик
неспособный	күш четпес
коленка	дискек
сокращаться	кызырлыр
жила	чурттап турган
